fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
569,10.329,46.035,0.0,-1.3487668916364273,0.9635207191214143,0.011042211470028963,-0.6065694665209914,-0.17338746555908624,-1.4580604396348869,-0.45917697566739163,-0.3924376142609153
570,10.329,46.101,0.0,-1.5311321672758518,0.9911342399862036,-0.07775973918411302,-0.5250243282923616,-0.2500072536355349,-1.5084574486119935,-0.42959767119911496,-0.31440232122521394
571,10.329,46.167,0.0,-1.7040875775499087,1.0442977939549376,-0.13760900314446445,-0.44188185844457145,-0.3195767014690636,-1.5788218506883005,-0.41008256752231964,-0.2043798695664693
572,10.329,46.233,0.0,-1.8604825375368046,1.1128229792010906,-0.1943485285455317,-0.34643397406123044,-0.39558243560648176,-1.6785644823325632,-0.4129221612903331,-0.08667150692707432
573,10.329,46.299,0.0,-1.9962952804530363,1.1842324690430315,-0.2448424743691548,-0.2510554779971771,-0.4781277044578646,-1.8076791189466046,-0.4419403058881845,0.021229366369964597
574,10.329,46.365,0.0,-2.1122803616096895,1.2425807520326804,-0.28658577435676086,-0.1717146212579763,-0.5565199703836348,-1.9455934513095414,-0.4831045716881477,0.10357551040781951
575,10.329,46.431,0.0,-2.20727042439335,1.300246576085203,-0.306710137540146,-0.11977817897121729,-0.6218299999815232,-2.052670185383318,-0.5075026149599174,0.1720863690637332
576,10.329,46.497,0.0,-2.2751372320617382,1.3373060756758461,-0.3253276348127182,-0.08173104293259686,-0.6719572363041724,-2.1402458692220487,-0.5325693455874903,0.21648628342314413
577,10.329,46.563,0.0,-2.3102172859616354,1.3562888742000074,-0.3300269292894392,-0.06915679681789108,-0.7111808695566351,-2.1838881364094362,-0.5429426242449674,0.24228557984678087
578,10.395,44.979,1.0199472613095268,0.3333827128807887,1.3026875824822834,7.038757610212249,0.7420058728895376,-3.5051261628571244,0.008767336873361743,0.003179234624345293,-0.48625609851967433
