fid,X,Y,I,Intercept,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
84,8.877,45.969,0.4031991498131618,-6.152315834944233,3.3063168534415306,1.468945767220608,0.27588274526192497,0.26520407135819407,-14.224097624635679,1.3474518812781295
85,8.877,46.035,0.2961361606776757,-6.154421359223788,2.9846589648168633,0.4132931550972627,0.23324929877338105,0.2652342635448242,-13.982009144005842,1.4492746719825185
86,8.877,46.101,0.1791369062441058,-6.20425141225313,2.8775183643460833,0.4176270902682681,0.27422373222804564,0.2652630416917331,-13.813250195707909,1.5774598723577924
87,8.943,44.913,0.5481838662038001,-1.0689474068091083,1.427549181040812,-0.31712230116773077,-0.023983098514700825,0.26439751660014066,-0.07742513005991351,0.3986470284132636
88,8.943,44.979,0.7317523871765066,-1.1213084632545771,1.3938151592788703,-0.1596225957183097,-0.009414924052810482,0.2644680857675992,-0.08885119400233638,0.4315178323190251
89,8.943,45.045,0.8738827543360257,-1.1828289812251849,1.3952552378412093,0.35520275055793765,0.0038359616771174183,0.26453571547859417,-0.1104168083382694,0.5210469937954487
90,8.943,45.111,0.9122184004181884,-1.255331445072395,1.4336872980174324,0.4331155601476306,-0.0012677352076399346,0.26460027025068916,-0.14661686847776723,0.5225420121664365
91,8.943,45.177,0.9686253479967296,-1.3609485372660122,1.5065927739755471,0.4184353596497996,-0.0040476127645221165,0.26466152312822255,-0.39884143916990056,0.21534270462391558
92,8.943,45.243,1.0600934003042903,-1.5300908846824048,1.6555786984957388,0.461269555250729,0.007633645572471495,0.2647196463266486,-1.0102484360226545,1.3384606328309745
93,8.943,45.309,1.163282043964827,-1.7418388112030865,1.9056540357150138,1.4854177686964847,0.042879827149481395,0.26477480463675046,-1.2469152135542718,1.958528525083827
94,8.943,45.375,1.2680337317261854,-2.1032685924371273,2.0755085497833567,1.958953441905758,0.20864586776581362,0.2648271553713794,-1.4987712851056352,1.863575095068894
95,8.943,45.441,1.4236164311025703,-2.5814228365823073,2.1178249044822524,2.058677975958621,0.36168289881285515,0.264876848399228,-1.5525935430597775,1.7177527805702926
96,8.943,45.507,1.509583708342901,-3.0665173251984355,2.1630752369291013,2.1223644297857778,0.45586404160000105,0.26492402624745454,-1.433714803560497,1.321157107803077
97,8.943,45.573,1.5327324932131907,-3.4199110602335727,2.665070112015767,2.200699516608492,0.4434174342013044,0.26496882425786805,-1.9335758611617941,0.3492227506141869
98,8.943,45.639,1.4874920997414969,-3.6189494386995595,2.6188303065377205,2.3342538850326746,0.2093695313064131,0.26501137078390363,-2.0765162219734705,0.30174912914684227
99,8.943,45.705,1.365590439513112,-4.061284689876308,3.2808826789806838,2.4430068940928082,-0.49225440378488305,0.2650517874177675,-5.692359258949874,0.6166606214190119
100,8.943,45.771,1.1570572149752647,-4.9234255333803105,4.380361032517368,2.3955974094549912,-1.4255546935266417,0.2650901892390083,-11.40079975369753,1.0454178142329607
101,8.943,45.837,0.9561123045261446,-5.800725619683879,4.92149177479674,2.134566509805482,-0.8561878971533559,0.26512668507733655,-12.464190630745055,1.0528729714864078
102,8.943,45.903,0.6721949255880788,-6.163975142341968,4.686203210308459,1.8615959821739345,-0.4775606992415902,0.26516137778386434,-13.746039766760362,0.5264906109646137
103,8.943,45.969,0.4099280076545612,-6.17160305471978,4.391808826250177,1.664223340922537,-0.4078676888212892,0.2651943645060734,-15.477816774908192,0.024767030024283168
104,9.009,44.913,0.4225056527163488,-1.0711252608972641,1.529498479330473,-0.5989879121933981,-0.04760186063272317,0.2643364472879244,-0.07745090980787353,0.46242527401289246
105,9.009,44.979,0.6308028352602619,-1.1467183050544176,1.5271647782889672,-0.23139839557869218,-0.02628020124348163,0.26441256029694293,-0.11074150432727109,0.48350097743208165
106,9.009,45.045,0.8278920569841417,-1.2535965254245938,1.554130592174782,0.21933532600191324,-0.019612742104625512,0.2644853929696109,-0.12122613210482482,0.5653480762529026
107,9.009,45.111,0.9385565106767342,-1.33720931686479,1.6324579518965714,0.29050440201355643,-0.04375189659292135,0.264554795723574,-0.13488441191517633,0.6874122674883959
108,9.009,45.177,1.0289844714337435,-1.4581603613856438,1.7630164603050686,0.291200941643849,-0.05556793760827866,0.2646204864735007,-0.2709974298583966,1.3385634581432213
109,9.009,45.243,1.131293830488956,-1.6547205955922895,1.9707601471363494,0.41919480754738747,-0.01491644610810022,0.264682667559336,-1.348647667123702,1.6672206965429437
110,9.009,45.309,1.2120086691277772,-1.9436666208430315,2.1834531711279443,1.5826090504037311,0.12072414533758549,0.2647415322772053,-2.118177709198318,2.0603687750670785
111,9.009,45.375,1.3044870037117124,-2.385969486791131,2.319144618116537,1.7783882033502114,0.3446770581269425,0.2647972647887688,-2.3426869973035758,2.055054341855108
112,9.009,45.441,1.425752243351653,-2.9380125867173477,2.3571265501199816,1.8800667069632147,0.5296440594328184,0.264850040152033,-1.3744612290836615,1.6202041055568102
113,9.009,45.507,1.502613202584364,-3.3168045705371427,3.1524215428878923,1.9839423333260693,0.563813549966595,0.2649000244472721,-1.267342263001864,0.3175521759992471
114,9.009,45.573,1.5305316492888503,-3.5225534562521954,4.846900470540486,2.0761871904896108,0.47045572748592224,0.26494737497610704,-1.222954805048662,-0.593417184408269
115,9.009,45.639,1.5110273670421663,-3.555207258602086,3.9714492499024043,2.2301622482223356,0.1420736397834586,0.264992240515539,-0.8662438788724387,-1.083991763980969
116,9.009,45.705,1.4026379393582102,-3.7655800267851425,4.125984622575465,2.445249067905307,-0.59166590246028,0.265034761611985,-1.5036873415142606,-1.3765003326194138
117,9.009,45.771,1.1989246223366063,-4.684067415078763,5.650497871755256,2.4516763356055398,-2.145297387104922,0.2650750709030914,-12.579544529221199,-0.5571821003664738
118,9.009,45.837,1.007083464221259,-5.690325894254382,6.156477359786079,2.1517573186102337,-1.5695557552111232,0.26511329345743406,-13.53529472017854,-0.3030380400814295
119,9.009,45.903,0.7107996263230407,-6.046708027032175,5.826871309588902,1.7878854562633921,-1.1932559161005523,0.2651495471241513,-15.337948425595254,-0.8662722432436714
120,9.009,45.969,0.4648288008714574,-6.142851783168792,5.7279291433339425,1.9155781290790417,-1.304982387893701,0.2651839428861914,-17.165313563237014,-1.493778156939669
121,9.009,46.035,0.3445763498597991,-6.322020461630512,6.081558552866578,2.3672403604191654,-1.427344761990491,0.2652165852122081,-18.059915311178457,-2.052426142154622
122,9.075,44.781,0.3333404484066565,-1.1002026477730396,-0.1269071700010287,-1.581378940412582,-0.15995416629682307,0.2641225980402347,0.6893033357993903,0.7017506885876637
123,9.075,44.847,0.3986300257926094,-1.0921218206622785,1.1000762776379334,-1.5807133669861089,-0.1388771649309214,0.26418129678861996,0.17743590508704166,0.6464504723328891
124,9.075,44.913,0.3873654125211547,-1.1189774185764514,1.6485913545929054,-1.4516161373585175,-0.07420343768916296,0.2642681399176617,-0.033097451286031775,0.5865750802099852
125,9.075,44.979,0.5426536081330551,-1.2312677566902006,1.6683644413474097,-0.9052871789234087,-0.043630916637613704,0.26435063065075465,-0.09414828522605967,0.6224304516336288
126,9.075,45.045,0.7615066847472343,-1.3489783602360055,1.7182398768374691,-0.3040310082334528,-0.049928916610763166,0.26442943434678085,-0.13575643983599772,0.6763853031333302
127,9.075,45.111,0.9535363679836482,-1.4466140608629923,1.8286764561023285,0.21680894820882904,-0.08319361171091397,0.26450438497629075,-0.1300570484950645,0.7670584731682175
128,9.075,45.177,1.0766702931828784,-1.5952730802968411,1.9852388764017426,0.40340111268976464,-0.0730885608507468,0.26457513505910757,-0.1733277806011794,1.0082682604488973
129,9.075,45.243,1.1777044678446238,-1.8474709750826939,2.1520383079049337,0.9355374020297271,0.01511671390388972,0.2646419243228392,-1.2432921411612246,1.7242184495977801
130,9.075,45.309,1.2541376862386169,-2.2126729135386203,2.300379079970722,1.6742482403490184,0.20035832313832108,0.26470498138434684,-2.0474221801770307,2.055047151604839
131,9.075,45.375,1.3378538738725605,-2.77951070849967,2.394630767710818,1.707725938760982,0.47630282514709354,0.26476452359775615,-1.7085421387529112,1.730918747336447
132,9.075,45.441,1.429306843577217,-3.341643447920093,3.167181936854159,1.7979294763690283,0.6743843800052092,0.2648207570752109,-0.3071186263281951,0.46481034663865595
133,9.075,45.507,1.5021781948081594,-3.620651552176531,5.736325018324845,1.8931200581538148,0.6593737638099061,0.2648738768414421,-1.550595963649736,-0.4316671438551519
134,9.075,45.573,1.5345225327123002,-3.709637243864024,6.270420514674283,1.9791331603973148,0.45638788913010414,0.2649240670899723,-1.5159041138496725,-0.8835437974980979
135,9.075,45.639,1.5307228883886106,-3.743618904886943,5.840315646851371,2.1021426490415704,0.10571174170351304,0.2649715015145811,-1.535059004305777,-1.4927222650620344
136,9.075,45.705,1.4346514981323748,-4.07893768838846,6.151146672188171,2.2212241965461264,-0.3593770354450775,0.2650163436945529,-7.673534751312828,-1.6929587079815058
137,9.075,45.771,1.2340201337900498,-4.908542977983856,6.911923684632161,2.231970566319381,-1.5198052891377345,0.26505874751638364,-14.397593279419777,-1.2241419435336651
138,9.075,45.837,0.983054697712865,-5.686073789134977,6.910094460844565,2.0104477169581063,-1.8240879509298848,0.2650988576180667,-15.206711873773308,-1.3285322542220448
139,9.075,45.903,0.6770430703471247,-5.904932245007803,6.536908338450277,1.7183870792712028,-1.631826378929738,0.26513680984497606,-17.46191080800804,-1.9918363806055372
140,9.075,45.969,0.5346342904989831,-6.059280555016869,6.438484799903553,2.0824640330191295,-1.790356151462823,0.2651727317087277,-18.894759071935244,-2.5540824308158614
141,9.075,46.035,0.3116232502211142,-6.316909199424487,6.664134965160045,2.396520284973457,-2.1350303228381753,0.2652067428423737,-19.23750507345091,-3.031903261295051
142,9.075,46.101,0.1749279590817578,-6.397216093300198,6.789703692974534,2.389490261323213,-2.395379277736129,0.2652389554468647,-20.513230147500604,-3.7725350409410954
143,9.141,44.781,0.3564852587070559,-1.0868604989480402,-0.7944395631373237,-1.6232567407799974,-0.15174182239707476,0.2640588572813193,1.7737733437128425,0.7167234302664608
144,9.141,44.847,0.4305488474307321,-1.1266564014748175,0.10551548998764632,-1.5979153569192255,-0.13663494159089756,0.2641078444150133,0.1293535029550234,0.7137330550974442
145,9.141,44.913,0.3332831434139097,-1.226985464428307,1.6987899876982442,-1.492930162043299,-0.12496066584308341,0.26419126925537806,-0.2162265468772614,0.743693283073469
146,9.141,44.979,0.4693457067555028,-1.3492117036873013,1.8052226865719287,-1.1891441637244313,-0.08393651855279471,0.26428115691757054,-0.18401072227052967,0.7692842575415826
147,9.141,45.045,0.721616166161301,-1.467246528871153,1.8675871538895832,-0.5702173958078192,-0.0948805770644924,0.2643668674661339,-0.20224924380212322,0.7859214356916255
148,9.141,45.111,0.9408616425692412,-1.593259988906735,1.9819109554490022,0.2246999034062819,-0.10415534167353631,0.2644482154709339,-0.11857818135021447,0.7464721305938411
149,9.141,45.177,1.1001658741065832,-1.7938215599983853,2.101160408175426,1.1332115881421683,-0.0644499954795422,0.26452477544101655,-0.0963424975587817,0.5769929244017916
150,9.141,45.243,1.2100504333944568,-2.0865331467485744,2.2145530319990794,1.7036738892292014,0.04023575297178998,0.26459683400598705,-0.4499096646641244,1.1565153922995988
151,9.141,45.309,1.2995137934754828,-2.5015914711305935,2.3238863343915455,1.6998380081964952,0.23277785559433797,0.264664664022812,-1.3172091870417915,1.167366087719386
152,9.141,45.375,1.3683218291958703,-3.1050241882678806,2.479164769523301,1.7111523909549504,0.5272185269068412,0.26472852432174016,-0.35585478007969007,0.673942180563371
153,9.141,45.441,1.45339511740533,-3.610245374061425,4.953139585954407,1.7927477970965708,0.7039378701397742,0.2647886597032106,1.2449113868519068,-0.20006841002031298
154,9.141,45.507,1.5327717198451305,-3.815457029643925,6.4955005389926335,1.8679972986220017,0.6425292900450276,0.26484530112687044,-1.4873668992087765,-0.5843474698956588
155,9.141,45.573,1.5660821155203737,-3.8821508759448062,6.645588149150338,1.9355902280506283,0.43111919981288527,0.2648986660445707,-2.5300849075494884,-0.8694487889966263
156,9.141,45.639,1.547103462726441,-4.140223813611497,6.90146337057336,1.991112353637385,0.24588459998812554,0.26494895883826913,-5.843511898154884,-1.0360979752629813
157,9.141,45.705,1.4225479243434005,-4.702654776338258,7.591605136144837,2.0023833213186517,0.11452642835546731,0.2649963713314402,-11.281473597147185,-1.0525498619659392
158,9.141,45.771,1.2077845170110264,-5.373656685273365,7.761972301449688,1.939104136586792,-0.977781700578102,0.26504108334894155,-14.43675415608714,-1.308293799399788
159,9.141,45.837,0.9152675332349028,-5.760610795933417,7.384048930150859,1.8280983206505619,-1.9917868800467637,0.2650832633055797,-15.959893885479783,-2.02504866935194
160,9.141,45.903,0.6736491065162142,-5.904587150345913,7.048965952580155,1.863268694442068,-1.9319772544983569,0.26512306880794456,-18.13938997082693,-2.757574684177918
161,9.141,45.969,0.5556177059642524,-6.1272772135729925,6.987331777424279,2.43035982198281,-2.099696151164265,0.26516064725762645,-19.271627249381943,-3.2599517324593412
162,9.141,46.035,0.3693200643729409,-6.436392056984463,7.0918307296124565,2.5940420429146873,-2.4540642563106365,0.2651961364468037,-20.277040412591397,-3.6938080747634223
163,9.141,46.101,0.1439679134467668,-6.568902643802826,7.066302584482613,2.4763595273447034,-2.64958354192237,0.2652296651395093,-21.55996677620201,-4.357984722943575
164,9.141,46.167,0.1045368284452815,-6.6800292908053125,7.035918376908298,2.5044526814841945,-2.841458818400294,0.26526135363373876,-22.74288879781802,-5.039447317948174
