fid,X,Y,f,Intercept,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
61,8.811,45.639,0.5176470588235295,-3.285302154233661,1.8607220648322742,4.07848229726359,1.7526149292430055,-0.09190377772460687,-9.812604967772906,9.029426721696268
62,8.811,45.705,0.5058823529411764,-5.167247533742801,2.644227336352004,4.023464577608512,3.6556100807866985,-0.13674100840159398,-12.315599170305637,11.204888182746808
63,8.811,45.771,0.4823529411764706,-5.925903461761678,3.1715697079796827,3.975067466316461,5.260463685300069,-0.27780635293915684,-14.862056181420279,10.87208729434636
64,8.811,45.837,0.4117647058823529,-6.5339682428879415,3.6384464495597193,4.065263064909753,4.448459180072514,-0.6743360858944293,-16.580355752633487,10.032446690339501
65,8.811,45.903,0.3411764705882353,-7.500717520542132,4.038332837158289,4.080270105683571,3.5858104140723563,-6.719239603089591,-16.92455047227211,10.18936041558954
66,8.811,45.969,0.2470588235294117,-7.917428800569752,4.160109741397502,3.9715496602620166,3.5221422222363703,-7.289456367016952,-17.1257559839861,10.262132335696336
67,8.811,46.035,0.1411764705882353,-7.864589838135711,4.067095520265189,3.791120011212733,3.724212841759838,-7.536119376850715,-16.855227295416668,10.761576982166854
68,8.811,46.101,0.0705882352941176,-7.786620566590094,4.001939270233113,3.8465955876545825,3.7520090600753666,-7.633869569964352,-16.762116129772778,10.90629854124476
69,8.877,44.979,0.4705882352941176,0.24409707731660404,0.42140127057489996,0.4555231486936304,0.099665188881869,-0.40717332145315416,-0.035522881407840025,0.5303222717211303
70,8.877,45.045,0.4941176470588235,0.2635348453959358,0.41147934650640083,0.7394490897098331,0.021847145920495692,-0.7352895133214981,-0.03183542856081326,-0.08076531499264056
71,8.877,45.111,0.5058823529411764,0.1919704266133967,0.4073241204516383,0.8130483163346055,-0.029927848154673038,-0.7563112992688179,-0.06445568242848788,-0.0788984346773196
72,8.877,45.177,0.5058823529411764,-0.006777341307506814,0.415674390912896,0.8719834426132018,0.040815496460215345,-0.806007374617248,-0.5894959431828826,-0.6097837658083943
73,8.877,45.243,0.5411764705882353,-0.17067491669290208,0.4811944232238218,1.172882212504624,0.07264980145786631,-0.8834639842502323,-0.985122850756029,2.9607844668346437
74,8.877,45.309,0.5529411764705883,-0.43392335942243365,0.6033444523803785,2.7875808015632497,0.23205155379811443,-0.9380793736639841,-1.413465025039773,3.136701147144716
75,8.877,45.375,0.5764705882352941,-1.0221529780917318,0.7499806515936205,3.639421275204991,0.912982597717015,-0.48841860938802,-1.4743090795989497,3.674520529871836
