fid,X,Y,Ex,Intercept,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
285,9.471,46.167,0.0105387520539181,-0.586465829792604,0.6452623950053256,0.2942753201025543,-0.5117388126742863,-0.04474726734940832,-0.12000239928210128,-0.8119358037738518
286,9.471,46.233,0.0044978355068847,-0.6183495116657569,0.5912566330535726,0.21009480610131215,-0.46867365170129005,0.051401635567658754,0.05900106937287671,-0.7797110704548077
287,9.471,46.299,0.0028114638872067,-0.6231061145321892,0.4635555050397534,0.15289819677399308,-0.44011380020064605,-0.0017086466480571872,0.0803688208125696,-0.8836479754360214
288,9.471,46.365,0.0019544527506101,-0.6189714176741352,0.4143980454075607,0.13849941893217332,-0.43058401785406264,0.008799717184829036,0.12507054416263125,-0.8921774355796268
289,9.471,46.431,0.0013457580149617,-0.6160111365688694,0.366076401759196,0.13345879664979343,-0.42663132983943064,0.017724518516033412,0.1739978742822263,-0.9581353295713071
290,9.471,46.497,0.0009915236883438,-0.6167517002998293,0.3433578231599186,0.1363836049846501,-0.427370201844237,0.025468099047340827,0.20457767374820612,-0.9348395036123588
291,9.537,45.111,0.6593484345192193,-0.3019942572347066,-0.3313836992259706,0.2591300574879236,-0.9811849889551997,-0.29478217591885136,-0.20296366447709965,0.2771407109587761
292,9.537,45.177,0.8399027880029261,-0.27109820395004164,-0.2837888903402711,0.18703934903594796,-1.0197236298819568,-0.11038511760344921,-0.2562560863986216,0.3095186422915489
293,9.537,45.243,0.9162672705900202,-0.23018374953801438,-0.2527799157792097,0.16998824704979076,-1.0685873929910055,-0.07257026267060805,-0.3623320177200411,0.3086409042248684
294,9.537,45.309,1.0341495105693843,-0.18849635200483214,-0.2018302302291477,0.21203680209941386,-1.1167208511728528,-0.06044162989639291,-0.44497899884359915,0.3180450089886143
