fid,X,Y,I,Intercept,NAT_AREA,INDUSTRIAL_AREA_SURR,ROADS_SURR
125,9.075,44.979,0.5426536081330551,-0.19233402782478168,-0.17090996613327034,0.6879153891756431,-0.23119649905657652
126,9.075,45.045,0.7615066847472343,-0.037913201001313956,-0.2029133236922641,0.5312906899942075,-0.2068680959735254
127,9.075,45.111,0.9535363679836482,0.09184128063191632,-0.22256215124829323,0.128480850905239,-0.1468742377360988
128,9.075,45.177,1.0766702931828784,0.18186061501184242,-0.2388571156412303,-0.07056803173455499,0.002213049844846302
129,9.075,45.243,1.1777044678446238,0.23212346244246132,-0.24962087445439277,-0.11640655009382689,0.2199786398825031
130,9.075,45.309,1.2541376862386169,0.255153882218371,-0.2544667381178838,-0.0708703850737491,0.3222293692868476
131,9.075,45.375,1.3378538738725605,0.2708293844904159,-0.25737086242607954,-0.07138601769645345,0.3445462778673951
132,9.075,45.441,1.429306843577217,0.2747102268978333,-0.26695438535059224,-0.06690375600788591,0.3508961068265808
133,9.075,45.507,1.5021781948081594,0.2876152776450786,-0.27939465599966823,-0.05632783135551339,0.35464602876535783
134,9.075,45.573,1.5345225327123002,0.29640828039343886,-0.29580064243126913,-0.04395316353654917,0.3570564095002472
135,9.075,45.639,1.5307228883886106,0.25902766068102645,-0.3057517980323844,-0.03068773631241438,0.3585387144401204
136,9.075,45.705,1.4346514981323748,0.15586707279156853,-0.2871459534073564,-0.020331744772794178,0.3585694167477611
137,9.075,45.771,1.2340201337900498,0.017445159397970224,-0.16312954459548398,-0.020969318387270383,0.35509300379217423
138,9.075,45.837,0.983054697712865,-0.10820503633938654,-0.08126696999843568,0.004453625572820621,0.3439735804510157
139,9.075,45.903,0.6770430703471247,-0.1735578657607556,-0.06243593762679131,0.05504485776102917,0.3171627602188508
140,9.075,45.969,0.5346342904989831,-0.24665615205990868,-0.07580513025815573,0.12788773050143687,0.26530956601627403
141,9.075,46.035,0.3116232502211142,-0.3612108550983994,-0.10845478564193785,0.2370166472294847,0.2229671447974314
142,9.075,46.101,0.1749279590817578,-0.45494234693464997,-0.1347501933618344,0.3171581296174819,0.20330950044219603
143,9.141,44.781,0.3564852587070559,-0.2082217118084895,-0.12524995571472333,0.603362040398751,-0.24018158252853317
144,9.141,44.847,0.4305488474307321,-0.1977835925900692,-0.10356828392988028,0.5673793452720179,-0.23781605322889818
145,9.141,44.913,0.3332831434139097,-0.22369750398264873,-0.1185322266299826,0.616673700368368,-0.2299280824708956
146,9.141,44.979,0.4693457067555028,-0.1767086099062455,-0.1906081842475963,0.6733797148688693,-0.21567336319409958
147,9.141,45.045,0.721616166161301,-0.05842271168438999,-0.22136034643408642,0.5804253942371393,-0.18775080936438338
148,9.141,45.111,0.9408616425692412,0.06242619191897115,-0.24470158530239922,0.24129751638419522,-0.12341847903829517
149,9.141,45.177,1.1001658741065832,0.16025351515268615,-0.2651413713632401,-0.11900346856730842,0.02910380467640336
150,9.141,45.243,1.2100504333944568,0.220057379657549,-0.27746403321548674,-0.07894641976273464,0.23103038755835006
151,9.141,45.309,1.2995137934754828,0.2537894664959644,-0.2803917845276521,-0.054091312822374935,0.32271975876098946
152,9.141,45.375,1.3683218291958703,0.27420707691215956,-0.2813078102622286,-0.0639436620278003,0.3438020857238189
153,9.141,45.441,1.45339511740533,0.2697250044471782,-0.2875355903500795,-0.06657748642098622,0.3495680869643482
154,9.141,45.507,1.5327717198451305,0.26553881954486697,-0.29600810537008115,-0.06297254810508661,0.35261194013262764
155,9.141,45.573,1.5660821155203737,0.26487980206981887,-0.30531474079352283,-0.05553607957606129,0.35438060736064403
156,9.141,45.639,1.547103462726441,0.2205955661207291,-0.3064933567321665,-0.048254987145323336,0.3553170347198116
157,9.141,45.705,1.4225479243434005,0.1369023457491707,-0.26265517877540634,-0.04464915550052451,0.3547667677006059
158,9.141,45.771,1.2077845170110264,0.037179004679791405,-0.13361967534951164,-0.04380224515100552,0.35143684869870584
159,9.141,45.837,0.9152675332349028,-0.0576228778441914,-0.06346376744804837,-0.009756359608555188,0.34159708496413593
160,9.141,45.903,0.6736491065162142,-0.12952737282871365,-0.046750194074113835,0.05063211396764436,0.31458458910785203
161,9.141,45.969,0.5556177059642524,-0.21081030031528636,-0.06673556941004886,0.11137521917334409,0.25651458750588263
162,9.141,46.035,0.3693200643729409,-0.3463812070956528,-0.11457226565479091,0.2184419254923258,0.20958144329907386
163,9.141,46.101,0.1439679134467668,-0.45160945275363645,-0.13752777272174888,0.29200909958941,0.19443257053638172
164,9.141,46.167,0.1045368284452815,-0.5037639046019885,-0.1473448869083121,0.30422328532801135,0.1852593611528968
165,9.207,44.715,0.0257001075539968,-0.3458623955300356,-0.15061397518808697,0.8218845720984211,-0.2344311020535424
166,9.207,44.781,0.236291150822071,-0.2589812359889505,-0.1415530263493919,0.7064632315677946,-0.23073621881364978
167,9.207,44.847,0.3799905980896704,-0.1875719420781496,-0.1158467912890275,0.6097671441604486,-0.2232802077274259
168,9.207,44.913,0.3978518109402791,-0.1802844768914856,-0.12470623170871975,0.611167950740622,-0.2124660923944371
169,9.207,44.979,0.4848001024954965,-0.1454907250847443,-0.19548093907599406,0.6332047837628662,-0.19694948764536618
170,9.207,45.045,0.7100843223866607,-0.059759767986301934,-0.22843577925882302,0.5515884378316759,-0.1701520590252917
171,9.207,45.111,0.9415966117282872,0.03705039353447693,-0.2579286694922349,0.28755639166818714,-0.10485432360718366
172,9.207,45.177,1.1040724017332562,0.14078222142168306,-0.28177337348732495,-0.04220184715045838,0.05612081702646792
173,9.207,45.243,1.2379377101277984,0.22303545600729952,-0.2984073478716172,-0.06222221385157932,0.2453335943931778
174,9.207,45.309,1.334132727304205,0.2667689211015254,-0.30980338112686506,-0.054771400714924166,0.32605523866678654
175,9.207,45.375,1.411404060878091,0.2981059950041003,-0.3160767325495677,-0.058701379878562804,0.3447675935917176
176,9.207,45.441,1.4972257620809462,0.30573322449953727,-0.3214500783224843,-0.06113933124666701,0.34991733828238114
177,9.207,45.507,1.5846962572469585,0.29575030582262374,-0.3266576028360534,-0.06008964845227749,0.3525647568721445
178,9.207,45.573,1.6250797856346222,0.27212818120628635,-0.3295997049320141,-0.05700059051751957,0.35380190763513003
179,9.207,45.639,1.6056025393614823,0.21274587406541662,-0.32016468033481804,-0.05511886413675838,0.3540281709492222
180,9.207,45.705,1.463762315803957,0.13309677504207906,-0.2587827026271937,-0.0578216990344252,0.35294602715606577
181,9.207,45.771,1.2497746762939437,0.05982456593344359,-0.1187331694973463,-0.052720632119423086,0.3499725243124278
182,9.207,45.837,0.9630649247201756,-0.014879582695918887,-0.04974392884938282,-0.026234201720650344,0.3410309272677604
183,9.207,45.903,0.7205711063983864,-0.09819088192060874,-0.03018408556237861,0.06166018101204325,0.3138887546532617
184,9.207,45.969,0.5542402802095028,-0.19844671208863696,-0.04955924495264573,0.12050222604804936,0.2476409101542216
185,9.207,46.035,0.4547744441316043,-0.3441117794391658,-0.10817631394641776,0.21322380339446703,0.20144230622864165
186,9.207,46.101,0.1786342306739945,-0.4769741259258433,-0.1381386871345076,0.2969122591944925,0.18857776269935292
187,9.207,46.167,0.1283433749714496,-0.548278932915149,-0.15085804774437123,0.3161386216428326,0.18058612271005484
188,9.207,46.233,0.0,-0.5888267537599886,-0.15998991164563311,0.307308697984249,0.17253983497919595
189,9.273,44.649,0.0,-0.36605029677587775,-0.15811280163296798,0.8510512560410208,-0.2301666520573225
190,9.273,44.715,0.0291174664744674,-0.3586059757806028,-0.15688903856050118,0.8428896419082335,-0.22540712692835513
191,9.273,44.781,0.2042087415228476,-0.27625854523965837,-0.15272651493856998,0.7454690005891966,-0.21889886729176097
192,9.273,44.847,0.3776542628574276,-0.1837096552751927,-0.1318800235434308,0.6347820938042845,-0.2094196608294423
193,9.273,44.913,0.4019902873471182,-0.16266518552283873,-0.11878358009331459,0.6218478299343574,-0.1973020058516879
194,9.273,44.979,0.487538840683407,-0.1396786016393743,-0.18021817807723672,0.6476476104766276,-0.18237795100728005
195,9.273,45.045,0.7036509767827032,-0.06273433937072939,-0.2258539559375451,0.5997611988064075,-0.15547816266030143
196,9.273,45.111,0.948166308808258,0.03773823958022233,-0.26071439620030734,0.3907255981886126,-0.07715227354869285
197,9.273,45.177,1.1008021612206664,0.13788178528917477,-0.2901835744936276,0.08768363060343612,0.0883943310451246
198,9.273,45.243,1.2475014596044367,0.22074442099089026,-0.31129316677599567,-0.05764466244544063,0.26124586325834426
199,9.273,45.309,1.362997596218097,0.2767260854260014,-0.32987477215523675,-0.05705878865908727,0.3302894089595154
200,9.273,45.375,1.455604600086988,0.32483553232541906,-0.34592545419398146,-0.05414205539335508,0.346804318643411
201,9.273,45.441,1.538382982023118,0.3549858239763116,-0.35753735076533233,-0.053940026038591785,0.3518513732126277
202,9.273,45.507,1.6316754360627574,0.35868099621391636,-0.3656120670780976,-0.051872731424678215,0.35404087912339643
203,9.273,45.573,1.67758598947551,0.33404126625646613,-0.3659408365264818,-0.04813795721115937,0.35471753126736794
204,9.273,45.639,1.653545729341501,0.2614385402392181,-0.35051228082768937,-0.04733812274256152,0.3545394642945704
205,9.273,45.705,1.4843803674490104,0.16153046380641298,-0.2874840575386598,-0.052263615479690606,0.3531764215843087
206,9.273,45.771,1.2392962863365384,0.057642350816968675,-0.1318534692359563,-0.0646813752518105,0.3495919203104978
207,9.273,45.837,0.9772691476790905,-0.019640883762396588,-0.04438301078791512,-0.06125195572507177,0.34026410847239336
208,9.273,45.903,0.7319268381676255,-0.09641273096860742,-0.034197927559415225,0.07573996541320756,0.30975917630156735
209,9.273,45.969,0.593224285420266,-0.20820890313293983,-0.05499143005928417,0.15249241574411213,0.24174713750679594
210,9.273,46.035,0.4857003944823498,-0.37607010663857576,-0.10613909507603203,0.24726546340070243,0.19597832769393056
211,9.273,46.101,0.2339645147267994,-0.5401812661245855,-0.1428398462089178,0.3442126155464141,0.1838315991774725
212,9.273,46.167,0.1415805910082444,-0.6165498127599159,-0.16181465641121573,0.3498098222484384,0.17586124488628885
213,9.273,46.233,0.0009580540551376,-0.6468742100328755,-0.1697627603843054,0.3204975524246986,0.16769742993711584
214,9.273,46.299,0.0,-0.684985062967673,-0.17869883191479174,0.3132719912105637,0.15991948146154605
215,9.273,46.365,0.0,-0.7128844818345221,-0.1858548181736558,0.3113555264365252,0.1546471714719439
216,9.273,46.431,0.0,-0.730681293292519,-0.18889954408346954,0.32011182727668014,0.15144751261892234
217,9.273,46.497,0.0,-0.7307524476268701,-0.19012207684030732,0.3163429414977619,0.14938119684163975
218,9.339,44.715,0.0779966973246242,-0.32011616318543623,-0.15924666464226106,0.8012260323805949,-0.21583531211036597
219,9.339,44.781,0.231361720176574,-0.25782140937374043,-0.1561642260822517,0.7309655141198536,-0.2077922898311576
220,9.339,44.847,0.3748321550999706,-0.1851150234875244,-0.13918075189257445,0.6478841516376717,-0.19765163994980744
221,9.339,44.913,0.3612358781989427,-0.17004688889101138,-0.11966585031362639,0.6433721063257576,-0.1856716287662754
222,9.339,44.979,0.5069182057577551,-0.1483673351773867,-0.1812455152868293,0.6959135882437983,-0.16939780812196925
223,9.339,45.045,0.7209025677306574,-0.06474720949162903,-0.22859972248491645,0.7025775430939751,-0.13396049615427674
224,9.339,45.111,0.9540411680206876,0.036374102158919605,-0.2614234026119387,0.6007320838194754,-0.041123365712275234
225,9.339,45.177,1.1092686921198218,0.12931636686131018,-0.29259758644943956,-0.021115732819985134,0.13098944515601552
226,9.339,45.243,1.2652897657924305,0.2120622305498046,-0.32116657534720416,-0.08882322776495187,0.27848223837154407
227,9.339,45.309,1.3927977348169247,0.2952055192044404,-0.34827365051321635,-0.05845333912144193,0.33421313296032673
228,9.339,45.375,1.502453151993855,0.3635694066665857,-0.37587410744924665,-0.05344076727344415,0.34952515719474153
229,9.339,45.441,1.5676844752360426,0.40718806134869223,-0.39789162614980855,-0.05162094097666781,0.3549431043659088
230,9.339,45.507,1.679774998673087,0.4197608446488586,-0.4138664931101063,-0.0457564730236569,0.3569639029888876
231,9.339,45.573,1.725903827159144,0.40337541612369965,-0.4141576597008608,-0.03620169841676522,0.3574853837439951
232,9.339,45.639,1.662352768168573,0.33223726478797744,-0.39641717130420184,-0.02982420969405161,0.3566107679131357
233,9.339,45.705,1.4559323537980924,0.2105144000509559,-0.33395580570683425,-0.036202010498434835,0.35472743284046687
234,9.339,45.771,1.188809935185135,0.07433414513378345,-0.1708657382911031,-0.05465999632781987,0.34990797411623625
235,9.339,45.837,0.9773182959052716,-0.03619101979148719,-0.07047931557063368,-0.08056005226899393,0.33583117604693735
236,9.339,45.903,0.7331868472676581,-0.10408783556916348,-0.07009711642805684,0.10725348797379076,0.29422380677320514
237,9.339,45.969,0.5507624425725669,-0.21262231941925613,-0.09681959776440216,0.1778945804068861,0.22665951740860674
238,9.339,46.035,0.356178178691575,-0.3983367495729544,-0.1341142421609675,0.2696984443488494,0.18933933628720628
239,9.339,46.101,0.2039830586224524,-0.5942974011725002,-0.16320312437239798,0.39678514109538343,0.18023033889742357
240,9.339,46.167,0.1508555242112669,-0.6955562058094703,-0.18589823283726217,0.426917500670259,0.17147744487997102
241,9.339,46.233,0.0477063815466362,-0.7301977443777041,-0.188481909796116,0.377957498563225,0.16295641580054268
242,9.339,46.299,0.0,-0.7284220261288159,-0.18957979919153478,0.3312053954677818,0.15466203861119548
243,9.339,46.365,0.0,-0.7280365129843909,-0.18945755136042736,0.3190570951641889,0.15048025774545415
244,9.339,46.431,0.0,-0.7312184702104817,-0.19098017774379022,0.3158855078345292,0.14797478666222103
245,9.339,46.497,0.0,-0.7293441639455935,-0.19162396224949485,0.3114650381474538,0.1464052681317386
