fid,X,Y,I,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
168,9.207,44.913,0.5881287385160319,0.45238326871446366,0.3498368927429437,-0.16032409922803886,-0.7224895538921653,0.1945197129579309,0.022177059553849535,1.212931600017876,-0.18698134393534083
169,9.207,44.979,0.6036911669215709,0.39815775050447133,0.41431537999700085,-0.13656172612762316,0.12653882977963865,0.23319422592417174,-0.008911991379404583,1.2531081393371095,-0.20089869579615546
170,9.207,45.045,0.8671985955754072,0.376545575634374,0.43604175565523545,-0.0693330641215692,0.11999777230434053,0.23422130478641567,0.0033553965016810093,1.2326363629600663,-0.18417519012365213
171,9.207,45.111,1.091189456314147,0.3493789999154054,0.4668740293223149,0.14372287701134145,0.16442518081837004,0.2647101511194271,-0.005706231206215903,1.1602731861079123,-0.17538978297676303
172,9.207,45.177,1.2764070826901888,0.33460504001281277,0.5012562817543482,0.11738756090906546,0.2100758689448804,0.26472263093683807,-0.037724424542345966,0.5427018575691084,-0.14105249144322346
173,9.207,45.243,1.3826228952196506,0.37399439040103233,0.5473032002588982,0.00025293073543204963,0.2115625328367438,0.2311907925885458,-0.04775856983645366,-0.3401997010728585,0.01242584753276018
174,9.207,45.309,1.4920617279985278,0.4409792912420166,0.5808228096500789,-0.014827401946225284,0.19823892598092097,0.23363299048790553,-0.03318935438182515,-0.2701160097420737,0.06893118714921286
175,9.207,45.375,1.5873372699561663,0.49131538655883017,0.5944624006214997,-0.012894014626762394,0.2174967286310852,0.2354388595027837,0.11823580873558157,-0.2023428283909595,0.07598108986391823
176,9.207,45.441,1.69176651331993,0.5530362651802849,0.4276451345034096,-0.008698609580108109,0.2318347973945303,0.23822076633767883,0.1472546601434094,0.08811140698533158,0.08627170830466312
177,9.207,45.507,1.7130135258196415,0.5917515475370126,0.4045524744435769,-0.00833792179761138,0.26050003943973266,0.23606824748565247,0.08703085614659362,0.09299564342088258,0.0896631444727468
178,9.207,45.573,1.7069029508839406,0.6420529321507197,0.3824919391877532,-0.0004866983881495746,0.2565556033273493,0.23933042907229035,0.042520411040083986,0.104089222773372,0.10043380109876951
179,9.207,45.639,1.6056025393614823,0.6772349347970203,0.3889150183252392,0.009115723372300662,0.24549994761756894,0.24468331078269956,0.08800009996129635,0.19197109684541658,0.10796395447726331
180,9.207,45.705,1.4361984956487883,0.6912430212706075,0.49357496791350863,0.018722191186817644,0.2611287148667556,0.25028063761785724,0.10564999770425756,0.3986628624326522,0.10957548916306997
181,9.207,45.771,1.2771122425750574,0.7228029456595602,0.6134979934126676,0.060326894118702665,1.0292834937190325,0.298315436721412,0.11496639435773251,0.5716424095670629,0.13961067915111952
182,9.207,45.837,1.0859728629940748,0.629631605225096,0.7977476576524039,0.125018759041434,1.8158782446793116,0.03199309808925643,0.3078302954272013,0.829629064368425,0.15894189875664566
183,9.207,45.903,0.719874815143348,0.45021488280256894,0.9548630715101952,0.317072016334633,1.6965627337785314,-0.5614202851774621,0.5754708980289971,1.0900378462746962,-0.05754391711982543
184,9.207,45.969,0.5120786063714308,0.34975050523295886,1.0224460855258695,0.4790050805233915,1.5937187794838132,-0.6808222736453309,0.7449923819640089,1.210627843446488,-0.43841433944572566
185,9.207,46.035,0.4149472962066459,0.30622251651898974,1.0765502914365908,0.6168010633697159,1.3727281609860915,-0.6804862925991604,0.8805583648540358,1.2906324027772427,-0.7056396796976128
186,9.207,46.101,0.1900560767438715,0.2317925327659693,1.198860925346731,0.9076598887026662,1.1478221201452319,-0.49056739976672337,1.0891490141985471,1.4304980488174572,-0.8468083874442509
187,9.207,46.167,0.3582822388729887,0.25485390621469783,1.2807072624597513,1.1095665844698168,1.0500401822986625,-0.3404991757051681,1.1579139012425466,1.4431648249944815,-0.9960182215233182
188,9.207,46.233,0.3543174867635195,0.30629878739618444,1.384325155999393,1.343749972171858,0.9422536198589235,-0.1868054795241299,1.1589054183214016,1.4097111149921315,-1.1269709135195949
189,9.273,44.649,0.5074281223120045,0.5179401658284167,-1.571768605118669,-0.14145643862118848,-1.0271245848024146,0.20407120640340065,0.7050013397263859,1.16369589461232,-0.20396737053992636
190,9.273,44.715,0.173708492819179,0.4684288799417444,-1.489671921567545,-0.08478754777345304,-1.0784668254450334,0.26189878967037267,0.7938045289586405,1.2259334517467722,-0.3251032386261377
191,9.273,44.781,0.236520615496056,0.47379252744574385,-1.4334901815177106,-0.10274154559378779,-1.0812251333016558,0.24247734221308193,0.8009163762029884,1.2087104736282412,-0.2562073816360544
192,9.273,44.847,0.3090065298457879,0.4603752295258917,-0.9482874425827138,-0.1288479369938732,-1.0476211159206255,0.2261579178014274,0.7315755585437119,1.203193247044743,-0.1880460173673777
193,9.273,44.913,0.5115024717031507,0.38862022183379274,0.4299305618831433,-0.09003860363890104,-0.5177196596337087,0.27413693400956174,0.07293874645928891,1.2586805536166656,-0.2277312840333489
194,9.273,44.979,0.5804874499360804,0.3445028951577719,0.5700148143142547,-0.06918473348931786,0.22719659942562564,0.294773978045887,-0.007514490130240012,1.2645684230571432,-0.20342530582878438
195,9.273,45.045,0.8494740308105053,0.31335046733192184,0.6049925747739404,-0.02787582101292193,0.22023107934501854,0.2746322179371571,0.002914100167486674,1.212779752357455,-0.1821413139616826
196,9.273,45.111,1.0628044425620882,0.2640381521120131,0.621888505233618,0.1597855077066028,0.25821005694365595,0.3005621800966629,-0.013557784360745203,1.0615262180447569,-0.18709300844871055
197,9.273,45.177,1.264408805342339,0.2591995189477925,0.6547073584348441,0.32704444114831044,0.2654465499430888,0.3936339124306538,-0.044674064006711804,-0.12652031151226456,-0.13089226341616308
198,9.273,45.243,1.3519558258092237,0.2986949838068038,0.6944917173946135,0.0717602607305769,0.25265968948410655,0.2609574718065088,-0.04031786953173445,-0.32483412546025797,0.044427047520938436
199,9.273,45.309,1.5156443342062484,0.39178508105770216,0.7682142987507592,0.014969926618439697,0.20781440978336851,0.25041894271354,0.02430740046201989,-0.2837082831947517,0.09578746806934153
200,9.273,45.375,1.6197009468123111,0.45413494624653633,0.8580236417221949,0.003979825899900001,0.2123374686290009,0.24447976526358392,0.09717238019955073,-0.2995450517685798,0.09447720514767802
