fid,X,Y,I,Intercept,AGRI_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR,FARMS_BLOCK
161,9.141,45.969,0.4410391314368388,4.509133954832102,-3.343274218262148,-0.742413490089131,-1.0827445065811665,12.106159103386583,0.8921462642404399,0.05375665086331324
162,9.141,46.035,0.3455594033663273,4.769167468937955,-3.3671900282598823,-0.6156620342693031,-1.082801974241324,12.758280145867161,1.0587730537948403,0.0692590269865355
163,9.141,46.101,0.4117980353727135,5.046045489522262,-3.439963056112731,-0.5610485083553571,-1.0828576061496087,13.198454431408827,1.2206271125353556,0.08462069458211813
164,9.141,46.167,0.417960079505445,5.348093948724326,-3.5430274809064115,-0.5323054363466775,-1.0829114681185812,13.737711566010926,1.3612550638461687,0.11605637008991565
165,9.207,44.715,0.6074125211167117,1.206020071434292,-0.8276237110968152,-1.5197276705532674,-1.0810111861513592,-2.350891673161927,2.3619778113971477,1.0321369074559799
166,9.207,44.781,0.5844821596245736,1.2129106520780994,-0.8415814199168956,-1.5455670302113533,-1.081138469246361,-2.3711061178327024,2.351608623411998,1.0478643139954178
167,9.207,44.847,0.2849474794877075,1.2579880675277884,-0.9337491410639526,-1.6254017056163792,-1.0812672957643936,-2.0812468048840516,2.3091435980362798,1.0831790264140237
168,9.207,44.913,0.6172573527692129,1.4086885422360358,-1.3849138310421991,-1.390679475294354,-1.0813984516994222,0.0873910482014582,2.161739497709838,0.9989031170934053
169,9.207,44.979,0.8485620746474629,1.5686647540771492,-1.5134964092543164,-0.5996974547412333,-1.0815026625675606,0.0319827155659139,2.0080786550969227,0.6733716325989489
170,9.207,45.045,0.9704573281064728,1.6779642644105524,-1.5707540011389,-0.5622480786485544,-1.0816033478430267,0.0037103591234745777,1.8940783300733715,0.26792359769548746
171,9.207,45.111,1.1956259666153974,1.7653303996529743,-1.6489999345606705,-0.5398256699909403,-1.0817002216018385,0.07942819160717968,1.702183531497745,0.02146847095813125
172,9.207,45.177,1.407613151709869,1.8834992413266647,-1.7200014132777428,-0.5417902255213248,-1.0817941881633433,0.018124265707975058,0.8913117693775123,-0.22221954265386426
173,9.207,45.243,1.5464731745434053,2.054311955539364,-1.7664101520660465,-0.5854962207195097,-1.0818852513073764,-0.058584036180649814,0.34874518725748677,-0.4617127412435752
174,9.207,45.309,1.6378558922422013,2.293849148187931,-1.8073626369179654,-0.6808866955341549,-1.08197343422989,0.22538750764012844,0.290466068594601,-0.7133035155137768
175,9.207,45.375,1.72945922823088,2.6159368640272804,-1.9041635090077345,-0.8464724507821033,-1.082058775682035,-0.852844449781291,0.2404899591109078,-1.01383986342407
176,9.207,45.441,1.7973537654178195,2.911304153732951,-2.5731623589925974,-0.9780313757167522,-1.0821413267011348,-0.9820846904325534,0.29643350248278466,-1.310920980291813
177,9.207,45.507,1.7537224943628025,2.9916746217458545,-2.7651339660301275,-0.9018965469613448,-1.082221147857033,0.32399295534008626,0.4692426116963143,-1.404513430110052
178,9.207,45.573,1.7695642401165284,2.983713932522506,-2.7908241883461713,-0.7138105287019607,-1.082298306944336,1.993149322975488,0.5625720356789077,-1.352241027824419
179,9.207,45.639,1.5896105311371274,3.1434496243160037,-3.056033990429926,-0.5575620055593618,-1.0823728770582244,4.09644085285476,0.4459806095201777,-0.5258920960808318
180,9.207,45.705,1.4096280806784445,3.5573327920367057,-3.8936367803687055,-0.5436368362735648,-1.0824449349986007,6.436261136191085,0.09166545999170533,-0.17362478172560747
181,9.207,45.771,1.392327074555585,4.060939913533922,-4.214844542515304,-0.5689226711298433,-1.0825145599540926,8.61328243036542,0.0033919632257495315,-0.13707015019141738
182,9.207,45.837,1.1445500740375762,4.406027220661542,-3.9953893240916214,-0.7306951980222696,-1.0825818324235927,10.071816165679476,0.3664247736943835,-0.09516354524100507
183,9.207,45.903,0.711391095712465,4.567769233501227,-3.762680720462302,-0.8690516642893455,-1.0826468333387356,11.887636377513687,0.8270271321836952,-0.05399816906566454
184,9.207,45.969,0.4453028661171617,4.742643857563901,-3.64360165175117,-0.838997203959605,-1.0827096433557175,12.83617860224345,1.1399837547663898,0.0127045321969298
185,9.207,46.035,0.2939160074623013,5.009879568320029,-3.608373512079148,-0.6752790899200695,-1.0827703422893689,13.56782220990068,1.3244074211443304,0.07120966143454
186,9.207,46.101,0.3373085966971141,5.315235166174809,-3.626635309628753,-0.5717167896527501,-1.0828290086663483,13.908649985537343,1.448801901427054,0.11438391539876372
187,9.207,46.167,0.4349285268401684,5.636906804236439,-3.6972830484598282,-0.5376369533800038,-1.0828857193776997,14.300018367755364,1.5543197396984887,0.16142079201456144
188,9.207,46.233,0.3543174867635195,5.946274652334849,-3.785292083457252,-0.5287886223673869,-1.0829405494140665,14.782276596243697,1.68115078783152,0.21711038990556258
189,9.273,44.649,0.5074281223120045,1.1856903890713384,-0.8081046494549051,-1.527674300933065,-1.0807190064172174,-2.3018903621000946,2.397470087741002,1.0438796852491818
190,9.273,44.715,0.5893646517861051,1.1933022378439166,-0.827307629625549,-1.520251976442161,-1.0808460179989452,-2.3717954863348725,2.3889460328202192,1.0395103323984625
191,9.273,44.781,0.5572668261980718,1.1765406370506057,-0.8332148149952116,-1.557890698394922,-1.0809727391317152,-2.30498571383488,2.4185653195360564,1.0754594827636699
192,9.273,44.847,0.2104961922339096,1.2156035078387775,-0.8931707811465128,-1.679914727187253,-1.081104431860106,-1.9191654001626763,2.3966085864015234,1.145374234202778
193,9.273,44.913,0.5115024717031507,1.4166192730458542,-1.4426838628945844,-1.3591842352180383,-1.0812488045905504,-0.024555523068268317,2.2001210696138815,1.0947084288541584
194,9.273,44.979,0.8072967849635344,1.6450629910075463,-1.5752295673256218,-0.6153802085286761,-1.0813706366874622,0.19702472390066833,1.9787727319321415,0.8229541824801118
195,9.273,45.045,0.9507171818316702,1.7701108365624632,-1.6689958032331875,-0.537210523654317,-1.0814798710001907,0.10669087386845778,1.8375261653828026,0.3531364574133017
196,9.273,45.111,1.1669296906511817,1.8617218927297898,-1.7574621063646383,-0.4993956134271893,-1.0815849856903068,0.12089531697818805,1.4838032897774869,0.02049251582238734
197,9.273,45.177,1.4034254974158795,1.982780581979345,-1.8183147044440662,-0.5006349056781638,-1.0816868395388777,-0.001705652853344966,0.5915852034577268,-0.3015731816883495
198,9.273,45.243,1.5313623640568963,2.1464788135670902,-1.860028091130768,-0.5319466298287112,-1.0817854228955985,-0.07968940041681236,0.4106448848776427,-0.5744884547009188
199,9.273,45.309,1.6557107873063428,2.3587409544307527,-1.9131945170279328,-0.5976657682636167,-1.0818807532504002,0.33804889657325893,0.38525634648451673,-0.8648983538140496
200,9.273,45.375,1.7543020697035248,2.6622321509990874,-1.9760949764366926,-0.7473878829295282,-1.0819728696742041,-0.1596698766601467,0.3995140048493474,-1.1930295448505488
201,9.273,45.441,1.8066337484008703,2.9486477780564413,-2.323720148101466,-0.8800580355169241,-1.0820618281505427,-0.25647748707019363,0.42685782032194786,-1.439952617202373
202,9.273,45.507,1.7737011741529627,3.060149779950737,-2.7701515089487523,-0.8476015214592562,-1.082147697677816,1.1839433139501052,0.5083874558076831,-1.5162583107985235
203,9.273,45.573,1.7846187837442171,3.01890942888088,-2.801543855364317,-0.6502404796366459,-1.0822305570331276,1.2531311326116485,0.6158931575218494,-1.395336372169893
204,9.273,45.639,1.5582372933688742,3.0748283121774422,-3.0801088385604567,-0.4220955429332817,-1.0823104921004638,3.870382220005589,0.6141156392113036,-0.8340785025038966
205,9.273,45.705,1.3746774927211507,3.4323273860799954,-4.193015585103164,-0.16943886439834324,-1.0823875936776053,7.498617010269323,0.3495545982586036,-0.4770090305631934
206,9.273,45.771,1.2886563511605158,4.134538078328061,-4.762479638564661,-0.13643803642163826,-1.0824619556871544,9.006306738783572,0.1001229657921276,-0.3048174552749638
207,9.273,45.837,1.1623696132262753,4.664132676604073,-4.515870935992147,-0.7172314835217422,-1.0825336737272362,10.40446039468161,0.4225249278037197,-0.1963667024722925
208,9.273,45.903,0.7355262857788172,4.865667062371306,-4.202296018428914,-0.9208264908967374,-1.0826028439065043,12.22324319969365,0.9552585115586791,-0.13355204314112806
209,9.273,45.969,0.4278520424382125,5.042575938573521,-4.02551193358601,-0.9680259257104709,-1.0826695619162678,13.36362324240492,1.3371719995395028,-0.0461107014759514
210,9.273,46.035,0.3203248591327008,5.312307138448132,-3.9366192518620875,-0.8360097074374424,-1.0827339222996093,14.103081328346315,1.5547766170487125,0.11859610294563878
211,9.273,46.101,0.2657117254116166,5.626970918089919,-3.8915222492431685,-0.6487201052653793,-1.082796017883586,14.569518954012558,1.666202926041612,0.19010186217372071
212,9.273,46.167,0.4839027024531533,5.941582645097169,-3.8812865987451053,-0.5675658350993353,-1.0828559393459516,14.937583669298114,1.7493456455043122,0.2604848092474752
213,9.273,46.233,0.3702512408441097,6.259068543655657,-3.9375827710268543,-0.5324482348161091,-1.082913774892345,15.277017184986216,1.8244910386086564,0.353121089980541
214,9.273,46.299,0.2688311324799174,6.6053065885420015,-4.051269729542521,-0.5095786042774546,-1.082969610023891,15.716681745131002,1.908393399941064,0.40504048077865085
215,9.273,46.365,0.1917026461343281,6.89109163670568,-4.130278268564865,-0.49511397775353455,-1.0830235273783586,15.865087420440211,1.9585611609852291,0.42703794982058085
216,9.273,46.431,0.1509262878688476,7.033371950153114,-4.163953222372457,-0.48099606508316606,-1.0830756066309175,15.939242817710827,1.9446740241219538,0.40298942096924484
217,9.273,46.497,0.1175586465227967,7.095660697736929,-4.209451968057868,-0.4685899931477222,-1.0831259244428224,15.917100181901036,1.9346556296884099,0.3877009279795013
218,9.339,44.715,0.583255441254993,1.1730347522016844,-0.8171453803517834,-1.5411362472889305,-1.0806538580884335,-2.3510384615580118,2.4227533293567998,1.0614552219961655
219,9.339,44.781,0.3866798288760443,1.1503262563096233,-0.8121180930420004,-1.5852821837102011,-1.0807865000131585,-2.2289543301951458,2.4640245033692216,1.1022459442845642
220,9.339,44.847,0.1741672219556057,1.203434551327061,-0.8965175527232562,-1.7073889012406924,-1.0809269226054155,-1.714240033404615,2.43132009627237,1.1747191391342282
221,9.339,44.913,0.4906535983947656,1.4286571676044493,-1.4876798315230244,-1.2850655289498962,-1.081069345554881,-0.37220327139923537,2.215196702416881,1.1365356981634267
222,9.339,44.979,0.7208935248426328,1.6832267435869024,-1.7039409104561298,-0.5143528879197685,-1.0812166433617478,0.044038609295631775,1.9931120932933828,0.9296469134213574
223,9.339,45.045,0.9673017569013156,1.8325299179362755,-1.8042508768108,-0.44066195765218524,-1.0813359324310963,-0.028667285805749246,1.8335490458917543,0.3786416323497718
224,9.339,45.111,1.166938559281011,1.9457952119502477,-1.861667042977982,-0.42998507205517733,-1.0814507682900198,0.006545127152702713,1.0806327869270294,0.038739662201318345
225,9.339,45.177,1.4175527798203509,2.09344680045057,-1.8888003150756374,-0.45691833683476935,-1.0815619276884672,-0.053828696209741636,0.5271826516970209,-0.29686117404761264
226,9.339,45.243,1.5514898306844618,2.2649074187234195,-1.9119019614828807,-0.49592372574990856,-1.0816693778743347,-0.020879518693615495,0.47249548046720025,-0.6288935359446897
227,9.339,45.309,1.6792541817126088,2.443594270336006,-1.9651313744654786,-0.5337844877645512,-1.0817731249690539,0.26291076724405604,0.4377965576935128,-0.9996915132231293
228,9.339,45.375,1.791560399718627,2.6649518634387706,-2.0409636035092866,-0.6119671855193077,-1.08187320574627,0.3440962820410405,0.4114044005026826,-1.2725248069358768
229,9.339,45.441,1.8372559036884883,2.925429651364563,-2.142373560788609,-0.7323144201559023,-1.0819696807904733,1.4088670997587847,0.3981518074105312,-1.5085733759259117
230,9.339,45.507,1.816139792461676,3.0398178006825063,-2.3613518326296186,-0.7197247677500884,-1.0820626288407629,1.3952946909799024,0.4249881748017246,-1.5973706309019435
231,9.339,45.573,1.741050853689206,3.001050461743982,-2.576099194045346,-0.5638140385245107,-1.0821521421434723,1.015863271040414,0.6284043715912657,-1.339614644253353
232,9.339,45.639,1.5289496814895962,2.8668802295330718,-2.677511942749344,-0.24212030542087606,-1.082238322657326,1.8313934706026744,1.2440506039003214,-1.197904849942064
233,9.339,45.705,1.3220411958687786,3.1359370094337686,-4.708349402319711,0.31614710120931266,-1.0823212789744583,5.137477193845213,0.9057797088668609,-0.8104749239032445
234,9.339,45.771,1.3191464039059766,4.0406060271253175,-5.374706020880171,0.40578888360310494,-1.0824011238392859,9.131499737385429,0.38848945736764207,-0.5222248095605072
235,9.339,45.837,1.1184958192555254,4.841995363284159,-5.101083267742027,-0.8181953166621733,-1.0824779721642388,11.083560946574565,0.5921602327026873,-0.3188448475343885
236,9.339,45.903,0.7143451058005353,5.145647025889888,-4.729978024506739,-0.9550227811574048,-1.082551939456583,12.82201959930853,1.119766908347253,-0.20569637020311077
237,9.339,45.969,0.3506474237995935,5.382442326689254,-4.514235606701977,-0.9877930275439768,-1.0826231405839577,14.084369361982665,1.5243675678105069,-0.07791204272753219
238,9.339,46.035,0.2437758368991989,5.678814718658313,-4.403367996504218,-0.92705352413119,-1.082691688817887,14.83960909826853,1.7583433458280449,0.25608163543177037
239,9.339,46.101,0.3072580787333014,6.001717663035498,-4.322475287588074,-0.7597454362044649,-1.0827576951044549,15.140122849333952,1.8689237078615335,0.293891382453501
240,9.339,46.167,0.3366284113484217,6.298989541366558,-4.255024888678934,-0.6109678989217027,-1.0828212675198992,15.512358259561502,1.948609220112996,0.357694214595514
241,9.339,46.233,0.4323547555484332,6.561516627534532,-4.216818680723002,-0.5546215036564808,-1.0828825108760376,15.553691247292434,2.0194061753196575,0.41899090235977876
242,9.339,46.299,0.3120667262040624,6.786924745685196,-4.2185955630554535,-0.5297765040207054,-1.0829415264464886,15.923908355652534,2.0577190563265115,0.4498398228713304
243,9.339,46.365,0.2278576177512958,6.945848481040307,-4.209338578232132,-0.5211907898447683,-1.0829984117897997,15.980095345520233,2.0692516893548225,0.48298078739766376
244,9.339,46.431,0.1722567366752865,7.048643440022445,-4.199681732877304,-0.5105488713509105,-1.083053260649738,16.23399571252328,2.036190150376104,0.4578940436148036
245,9.339,46.497,0.1316614882885396,7.119796805172596,-4.23091886620896,-0.4823860726465644,-1.0831061629166372,15.999206290568802,1.9748685025971966,0.4101985476869505
246,9.405,45.045,1.0089849103211748,1.9089316383933292,-1.931238947258213,-0.3489589847324601,-1.0811662280643317,-0.23018321086795765,1.3779126344813806,0.2635909858737091
247,9.405,45.111,1.1891936888063357,2.0471951768387013,-1.9683596381571278,-0.35247664631516806,-1.0812926774826035,-0.166380186589918,0.5403635209280633,0.0559109089233048
248,9.405,45.177,1.410118257857604,2.224239018120344,-1.9648231083528458,-0.40566769829180593,-1.0814149618329323,-0.14820945708976557,0.5301774129609911,-0.17200254832062367
249,9.405,45.243,1.5899013717718995,2.3991264589367858,-1.966270601334839,-0.45494624173770776,-1.0815330086130874,-0.3485201701288052,0.5244417495108282,-0.4535178144530474
250,9.405,45.309,1.6899291052527994,2.5497914483702324,-2.0112587714816272,-0.4710951510486461,-1.0816468025822554,-0.8816737527358901,0.4871152152142836,-0.8671442856448728
251,9.405,45.375,1.7630067336949522,2.7026134214183903,-2.0863277971312186,-0.4850954446603988,-1.0817563732253104,-0.728498537820582,0.44604974332612346,-1.1022332194130326
252,9.405,45.441,1.8306607352511048,2.9031678018828146,-2.121992278538582,-0.5525684809990219,-1.0818617844254053,0.39766944244773944,0.42836531086006574,-1.349149806967156
253,9.405,45.507,1.8665352624030505,3.0203353034795324,-2.139349115697148,-0.5556100477271665,-1.0819631260186058,0.8900734563021813,0.4348949200268466,-1.605395516665475
254,9.405,45.573,1.747684944733594,2.991511698816601,-2.2585045058951594,-0.44274714252716957,-1.0820605069357534,0.9908093536999414,0.3941951416469222,-1.4147145115244524
255,9.405,45.639,1.5661351938249908,2.833641225293828,-2.319366641379362,-0.21559702420071858,-1.0821540496715327,1.5439371994390148,1.5502812426583794,-1.4744375875910438
256,9.405,45.705,1.320992206027428,3.051152963257351,-5.467709374752661,0.5098550073350269,-1.082243885855292,2.8760032839610465,1.2089832799464366,-1.1627382506655217
257,9.405,45.771,1.3219071282874038,4.080478034671154,-5.956777021450577,0.16027060486564923,-1.0823301527308464,9.782288472489142,0.5937807732808973,-0.8138103483781576
258,9.405,45.837,0.9911674474003284,5.010557648566621,-5.63153157736237,-0.8022891139614045,-1.0824129903821202,12.132364725442812,0.8354338105327921,-0.5514525268024582
259,9.405,45.903,0.5621290302565807,5.417943251895176,-5.255588342331763,-0.9602545593758988,-1.08249253956778,13.719476969218817,1.3446861013186036,-0.3375189877927056
260,9.405,45.969,0.2649496387113597,5.727132165302749,-5.0495589689637725,-0.9840680041396818,-1.0825689400508165,14.830705785819829,1.7609635825030625,0.0761456745003532
261,9.405,46.035,0.0890828108826466,6.107365362775952,-5.006317944758177,-0.8928280510390741,-1.082642329328596,15.444244743099391,1.9490497608400454,0.3526760898046324
262,9.405,46.101,0.250025417967668,6.436301237946414,-4.9433491999298855,-0.7795316882964292,-1.0827128416854739,15.666471985429137,2.0788701956872746,0.36194528137273485
263,9.405,46.167,0.3603064517249642,6.684609249483387,-4.821050370431022,-0.659686097439202,-1.0827806075040358,16.207345149220664,2.2110085025483213,0.4152899246657973
264,9.405,46.233,0.4203423299182121,6.8742759603982355,-4.658898673700996,-0.593400950831053,-1.0828457527826016,16.210750217142035,2.296510785533008,0.47027942266634787
265,9.405,46.299,0.2877934791559603,6.987206562097617,-4.5194334228484765,-0.5763388551490882,-1.0829083988163353,16.5629736389062,2.3306434851629643,0.48756769536190714
266,9.405,46.365,0.2107793951690794,7.063205676557937,-4.425133896940256,-0.555078651886421,-1.0829686620072634,16.256904911462414,2.2748259252756795,0.49049613194623076
267,9.405,46.431,0.1532906230561387,7.117243263651914,-4.346779894670448,-0.5335498282300283,-1.0830266537750772,16.13712358544216,2.1720723128389636,0.5123258189420106
268,9.405,46.497,0.115747429091585,7.126409275396829,-4.303225344741369,-0.5301774553989074,-1.0830824805459716,16.130273671739516,2.123454987848585,0.4963971700568034
269,9.471,45.111,1.2126556341908192,2.2047255541117896,-2.085204150128156,-0.2632314986028718,-1.0811040688768383,-0.3239498417287545,0.48539687362972644,0.03880571946605314
270,9.471,45.177,1.4254681060959489,2.336575174657364,-2.083002710112077,-0.302417788450687,-1.0812398541126191,-0.3174225360228804,0.5092126281156248,-0.03158285251735648
271,9.471,45.243,1.5985937561220245,2.521002077898925,-2.0511861577035586,-0.37803074199888487,-1.0813707615657553,-0.138504635518268,0.5393912004332014,-0.2415812928488367
272,9.471,45.309,1.6986704302023197,2.6775628783189314,-2.0631588530505933,-0.4053085979528542,-1.0814967366201427,0.07685227055822061,0.5297186513293155,-0.5119145052211442
273,9.471,45.375,1.7930423803902666,2.827667408666616,-2.09850815279815,-0.41366930130444757,-1.0816177919907555,0.4034069347270659,0.5031327079746707,-0.6718413264000151
274,9.471,45.441,1.8612945250539428,3.0193334364201996,-2.080735495910057,-0.46700375945727696,-1.0817339915911868,0.6059983362551042,0.5128051359164312,-0.9266316526716404
275,9.471,45.507,1.8857298248079832,3.134298340253803,-2.0643611207409935,-0.4654427992222281,-1.0818454375019835,1.121737399103589,0.5533969572653672,-1.422445248773921
276,9.471,45.573,1.7568690486332834,3.149219055082182,-2.108871463994073,-0.4125063977830387,-1.0819522595273772,1.2179564077811336,0.5558276661131298,-1.472542654581431
277,9.471,45.639,1.574988993170213,3.013222918340125,-2.2225712251716994,-0.28788509262620865,-1.082054606890831,1.6891439418612362,1.4619967978197956,-1.6260575603087863
278,9.471,45.705,1.3040422671375678,3.2582724628936655,-6.03906346348837,0.3632688602090828,-1.0821526416831706,3.49596208107727,1.2484881369058305,-1.3952576509550996
279,9.471,45.771,1.3052348753924174,4.3449696412636625,-6.549442809415632,-0.1296389249813953,-1.082246533736678,10.400990594426315,0.7076058832883126,-1.0543398211521458
280,9.471,45.837,0.841712229712163,5.296173977118166,-6.196775332240584,-0.7941556699688019,-1.0823364566523046,12.740695831264869,1.0551696298399202,-0.79021658744596
281,9.471,45.903,0.4152447660680637,5.7184174083031305,-5.7885039370556,-0.9770313818199331,-1.0824225847542266,14.527680667186093,1.6140160092273788,-0.48034567074836637
282,9.471,45.969,0.0836431077512683,6.120299554210757,-5.650952268415178,-0.9534601830154981,-1.0825050907863476,15.658870240191177,1.9979422190000262,0.2012243600332688
283,9.471,46.035,0.4811989271328413,6.548420956611558,-5.656140091199607,-0.8572820357460356,-1.0825841441994846,16.044664104997096,2.19120811710682,0.41391558985548765
284,9.471,46.101,0.3445359664500553,6.885426600925341,-5.627723575159749,-0.7478174367450973,-1.0826599099064131,16.360551670033082,2.3582568112931384,0.4509957433505907
285,9.471,46.167,0.3417753458820211,7.088809209877963,-5.474643505758361,-0.6635874581912684,-1.0827325474055165,16.86685598886397,2.5634387129334115,0.49689343038478195
286,9.471,46.233,0.3823160180851995,7.2202559934732005,-5.24394149643971,-0.6011964714371062,-1.0828022101931476,16.79269238867123,2.666727529674146,0.5419134281204131
287,9.471,46.299,0.2389744304125755,7.238044220216925,-4.976435200080184,-0.5967836697527624,-1.0828690454005758,17.062707768975073,2.685233778357828,0.5894794236489888
288,9.471,46.365,0.1661284838018646,7.205156138331773,-4.746597693001057,-0.5873053289478228,-1.0829331936042765,16.822358250798914,2.5672740103064027,0.6177589159468876
289,9.471,46.431,0.114389431271747,7.157725390458026,-4.504660402341033,-0.5736946691889655,-1.0829947887686917,16.481295063956004,2.3748890846609285,0.5846066174840846
290,9.471,46.497,0.0842795135092286,7.129061165393129,-4.395585590695493,-0.56511651239547,-1.083053958289022,16.30067008193048,2.274062335466743,0.5538817483141536
291,9.537,45.111,1.2436710123640968,2.372150881308328,-2.2149626909216975,-0.14581284057639815,-1.0808757328836673,-0.38681834976796253,0.4860882765796344,0.019959445960899082
292,9.537,45.177,1.4407346959933829,2.4566176276998997,-2.1964007612278538,-0.19016582435395565,-1.08102818167471,-0.3193518421762307,0.5026244907680125,-0.02469438183267181
293,9.537,45.243,1.6352410553384278,2.631269847202877,-2.1513709767620344,-0.2747941110192691,-1.081174975237721,0.15566616404382544,0.5347251709519947,-0.19108811741003423
294,9.537,45.309,1.7274219200609446,2.8018584884668347,-2.135573831238715,-0.3191610430099089,-1.0813159861230044,0.4667814326575561,0.5435929321786475,-0.38387771093930856
295,9.537,45.375,1.7684978541166658,2.9829490359942072,-2.1329460671285014,-0.3511811689066968,-1.0814511920172951,0.9178283453909082,0.5415335023375392,-0.4968562506811662
296,9.537,45.441,1.8825089846398133,3.1871764143327663,-2.103192389780239,-0.39921535616392917,-1.0815806495193194,0.8777958099142343,0.5660953957747188,-0.7177247319504653
297,9.537,45.507,1.901092219636356,3.3524890766324686,-2.075016474763551,-0.422978307884154,-1.0817044732457202,1.7537017869899933,0.610623321388763,-1.2752773587296318
298,9.537,45.573,1.7786421725764985,3.4546172306075755,-2.073838385223243,-0.4284254560415949,-1.0818228193368207,1.9527075567352072,0.646271718019402,-1.358449068380665
299,9.537,45.639,1.5660281918781298,3.405592422398067,-2.3363897136412612,-0.3838873695460868,-1.0819358725498414,2.420767284171726,1.3459467879346254,-1.5617949039384942
300,9.537,45.705,1.2062612631005625,3.7194542462990015,-6.502609845000572,0.13192056814601322,-1.082043836248424,7.731475183380424,1.2731592958399167,-1.3993314681608773
301,9.537,45.771,1.257344570920716,4.781478510100943,-7.078717726592545,-0.2557472838285101,-1.0821469247114055,11.827477103084144,0.8569310559414889,-1.0583201668594404
302,9.537,45.837,0.6780214819119532,5.681324030619056,-6.7240918432899175,-0.8012523067230893,-1.082245357285797,13.911317852579572,1.2579493819119367,-0.7819217905892573
303,9.537,45.903,0.3155310866380589,6.0950065659477115,-6.32566284263345,-0.9576280996867425,-1.0823393539971464,15.642698402013014,1.8575945133688663,-0.4908479819197995
304,9.537,45.969,0.47921484557237,6.529446025902164,-6.213078912687858,-0.9277809426951253,-1.0824291323049544,16.419758863394584,2.2673428190883294,0.1431268003645098
305,9.537,46.035,0.5681518383840315,6.975169926682785,-6.220165304471212,-0.8321526547928535,-1.0825149047527316,16.938742113435115,2.5032099462552173,0.37506232380469573
306,9.537,46.101,0.6140248410096113,7.288626397830495,-6.168274648920107,-0.7452435333298286,-1.0825968773129944,17.32078127455897,2.75972227335473,0.49960194853327333
307,9.537,46.167,0.5904632347681763,7.485947883468107,-6.040752002079747,-0.6559106813673787,-1.082675248268775,17.721831177927264,3.0012912866852375,0.5416742672968307
308,9.537,46.233,0.3198115760584325,7.5870020387535355,-5.822414005771096,-0.5859113263030014,-1.0827502075064173,17.880004416336945,3.1293921861231295,0.6356505120701705
309,9.537,46.299,0.1614054045200015,7.553691086321886,-5.5192408754996976,-0.5664378756300869,-1.0828219361211213,17.832609056301873,3.077504721917288,0.7614209588775505
310,9.537,46.365,0.0810260314443101,7.407025190418887,-5.160995486430644,-0.5812290857837994,-1.0828906062578807,17.425988653660106,2.8851694957085394,0.7876349957834654
311,9.603,45.111,1.2738388579997182,2.516526614758302,-2.32594961256749,-0.043793330509675016,-1.0805946228581294,-0.3470488737211756,0.4930784727124885,-0.009645705141419157
312,9.603,45.177,1.469747543483266,2.5922602033812447,-2.284059329762977,-0.10515774812000223,-1.0807680291716084,0.26277380271043244,0.5106848749619692,-0.07866297409212762
313,9.603,45.243,1.6546403525841666,2.7439752715520944,-2.244863519144628,-0.174820356053505,-1.0809348431505086,0.502054186672954,0.5291200676404693,-0.2265947190778076
314,9.603,45.309,1.6896678514349346,2.921436076330309,-2.2196741333690113,-0.22306768721068676,-1.0810947998428277,0.8095263035425961,0.5394120444983482,-0.382166484317369
315,9.603,45.375,1.7606453052826558,3.1254011997765687,-2.201252150724302,-0.2642676777748538,-1.0812478057266834,0.8972502636522391,0.5475883870550896,-0.4834752093792703
316,9.603,45.441,1.8145119391428668,3.351725669952482,-2.168693780288387,-0.30691878996069694,-1.0813938940420345,1.083376147439217,0.5730714107420223,-0.8315492168935829
317,9.603,45.507,1.8524655222790805,3.5447304906950565,-2.1654151938731725,-0.31342095072023185,-1.0815331897472096,2.7473453136381467,0.5818181800430509,-1.258590441698886
318,9.603,45.573,1.7278333325360469,3.7452920156467595,-2.1522613891635163,-0.3382359232037597,-1.0816658823246126,3.023901520799618,0.6190360334304439,-1.276717270179045
319,9.603,45.639,1.5155888978545695,3.873744034363162,-2.6413007230127254,-0.3155879999978043,-1.0817922048910458,3.7273108037768425,0.9952329198687859,-1.3785902902608966
320,9.603,45.705,1.2317577730153175,4.299517388797889,-6.971461246261777,-0.00736692973666303,-1.0819124183122635,11.170324590179057,1.2251670768787521,-1.2787025436312514
321,9.603,45.771,1.13745985660682,5.293026916018015,-7.526684335286241,-0.37083989991229194,-1.0820267992514916,12.64866821480067,1.0284065518053982,-0.9680648719627107
322,9.603,45.837,0.5752774710121685,6.069080430525861,-7.143800016172124,-0.841680413411602,-1.0821356312856742,14.426079277502843,1.4962472883172628,-0.7163399529782999
323,9.603,45.903,0.2359942815952822,6.486953365606393,-6.783030650551403,-0.9560391323706733,-1.082239198397048,16.305936685270396,2.119572839837518,-0.43876207225270897
324,9.603,45.969,0.6141686967108654,6.962119464169433,-6.70924409007529,-0.8943019783789627,-1.0823377802919265,17.06189504678807,2.534271427126101,0.22259689596053595
325,9.603,46.035,0.535091840611879,7.38673170938789,-6.674437293570884,-0.8188141690235567,-1.0824316491160524,17.854661158280425,2.8543256327584707,0.4764724092261498
326,9.603,46.101,0.5589257345517705,7.706456781823476,-6.611643768648367,-0.7244571275006294,-1.0825210672303023,18.238025485487793,3.149481879363186,0.5695089932401884
327,9.603,46.167,0.5263982105010422,7.895590966123897,-6.488781501184939,-0.6313316606927084,-1.0826062857855534,18.652817915085258,3.4412389243103325,0.5937368719341727
