fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
94,8.943,45.375,0.7422179195537354,0.34640877716352536,0.9560314491853863,0.21540735651964704,0.43825551829235443,0.24375205346563664,-0.10077832342735227,0.269100744615978,0.03373132552822032
95,8.943,45.441,0.7591514180842507,0.3191683747104218,0.9553959772980467,0.2056354876075781,0.4605931008471221,0.2427759511737446,-0.033868471556832556,0.19358313110671166,0.021806505779393075
96,8.943,45.507,0.7483218504323059,0.28627907122084195,0.915299092101775,0.20954467254508008,0.473677613294298,0.24526484509834146,-0.005329190732071722,0.1490489180727461,0.02791726977666338
97,8.943,45.573,0.7239617852155766,0.2557841541360166,0.7122675812984427,0.20763182516395767,0.48679554104054246,0.23871885191611317,-0.029821016823527134,0.1814000188639907,0.025904792884646876
98,8.943,45.639,0.6498573164347952,0.24329226819834088,0.5361778630928649,0.21243180738417092,0.5004619965183701,0.23761343773358423,-0.07205286623760916,0.1498724597571766,0.033621957476466284
99,8.943,45.705,0.6607528149803085,0.2420491303116788,0.5230204746358365,0.2238090668768799,0.4842477473484417,0.24631588575139346,-0.10260735735888919,0.12129699025302415,0.0507023150215182
100,8.943,45.771,0.5668470288598676,0.20892703627277748,0.5913607681888897,0.22978805121629114,0.02575420881260797,0.26074552435669207,-0.004346067786712926,0.1410282809221618,0.052317056775592605
101,8.943,45.837,0.3581829929832263,0.1396770150513133,0.6636604397127948,0.21296710671325014,-0.24933866562365375,0.22341907855801874,0.03049125519040069,0.186483815687854,0.026048587573957498
102,8.943,45.903,0.1806265205497506,0.0934600224047075,0.6748448869815217,0.18954429837811035,-0.21947897420198736,0.041352051136225754,0.027065335378488306,0.18405835165049744,-0.03310670686155521
103,8.943,45.969,0.0854716984099947,0.08247098747190089,0.6655629741024502,0.24643737969340812,-0.20682182851966208,0.0045717354659694336,0.0063963783436715126,0.17637814230716986,-0.1902172940381182
104,9.009,44.913,0.2319295857143538,0.1779224820600126,0.7996659443290124,-0.5768245561474838,0.6048225846324643,1.3115553499451835,-0.06899998660764102,0.6140597969064152,-0.10955333681956765
105,9.009,44.979,0.3073338249274477,0.16704723224858742,0.8102005805732397,-0.10400210963757313,0.6168206090774316,0.9844952005676899,-0.06757783394874398,0.6306575706962908,-0.10194697157982613
106,9.009,45.045,0.4181804758085415,0.16691779591157868,0.816854804134328,0.35465035411975054,0.605299733310511,0.1911228347924602,-0.0680685675910202,0.636680003499987,-0.0930194431450834
107,9.009,45.111,0.5091843208134266,0.18086357134423664,0.8291642948724618,0.42769994450167625,0.5849587296594382,-0.025346204564648152,-0.06692432718659472,0.6917844865630963,-0.08653480776086872
108,9.009,45.177,0.558953175162304,0.2044577752369262,0.8488020891854196,0.4400243543606675,0.5537934799346382,-0.018766224678916733,-0.05696971486522974,0.19953949150731362,-0.04607299824664163
109,9.009,45.243,0.6046458228115035,0.23068374477400783,0.8811954930519377,0.40349075893180886,0.509487784939278,0.04488288042883555,-0.05817509508487804,0.15078792856723222,-0.002754174398308949
110,9.009,45.309,0.6603187688740971,0.27053119892816047,0.9348561335551363,0.2590954253858273,0.44588343170516576,0.26668489686388824,-0.04997507477073687,0.3167758770807112,0.04762510050232126
