fid,X,Y,f,Intercept,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
32,8.679,45.969,0.2,-0.20057791812805661,-0.09980438094033514,1.19549625983199,-0.1384963917131611
33,8.679,46.035,0.0705882352941176,-0.28126510184462566,-0.22938023057925316,1.2556434372339562,-0.2801233163031668
34,8.679,46.101,0.0235294117647058,-0.28293628776154534,-0.2704409559772917,1.2187984792842426,-0.17386030500854177
35,8.745,44.979,0.4823529411764706,0.2323922855717352,-0.30695016300617073,0.23744656314761126,-0.14843188622265757
36,8.745,45.045,0.4705882352941176,0.2258273088143068,-0.2984700385880065,0.25177393718187746,-0.13458278701490298
37,8.745,45.111,0.4705882352941176,0.23129972636654117,-0.29925729600363427,0.2592360870055054,-0.11906854506283401
38,8.745,45.177,0.4941176470588235,0.24812808448085327,-0.30568043284429436,0.2558086465699291,-0.060227224093695825
39,8.745,45.243,0.4941176470588235,0.26978217300750496,-0.3140546958877575,0.25368379589124473,0.021927701698852615
40,8.745,45.309,0.5176470588235295,0.2941999419037958,-0.3242119485355436,0.2451548813797116,0.06899004713262742
41,8.745,45.375,0.5411764705882353,0.333697837702975,-0.354901365838883,0.1101188668025215,0.12793238606030827
42,8.745,45.507,0.5411764705882353,0.37297333917955655,-0.5258418038831835,0.009356030549484402,0.1000738759251636
43,8.745,45.573,0.5176470588235295,0.334436339794726,-0.46802749045302106,0.008548670648968443,0.09449081923765437
44,8.745,45.639,0.5058823529411764,0.3000833985087831,-0.3380036004897305,0.012615279487032855,0.1009695601219501
45,8.745,45.705,0.5058823529411764,0.2600477730086907,-0.19984908772475424,0.022595521193781498,0.11442437432579328
46,8.745,45.771,0.4588235294117647,0.19516933684924936,-0.11376380574070591,0.0301419243688229,0.12066983039752344
47,8.745,45.837,0.4117647058823529,0.10187584540659259,-0.11864176290873618,0.0888016196081044,0.09528510975197976
48,8.745,45.903,0.3411764705882353,0.0170625217869775,-0.08607912566177292,0.7997765889298607,0.040963444362233536
49,8.745,45.969,0.2117647058823529,-0.08372150020395105,-0.11278383088111096,0.964210871496449,-0.06207818591184609
50,8.745,46.035,0.1176470588235294,-0.20553243221719703,-0.21499771986225277,1.1139281440311954,-0.2688252173704398
51,8.745,46.101,0.0470588235294117,-0.2570951146646796,-0.28150598388275133,1.1588397627652158,-0.13437863806455785
52,8.811,45.045,0.4941176470588235,0.2267587540211996,-0.30752411769220467,0.23814821523898547,-0.1965763301712994
53,8.811,45.111,0.4941176470588235,0.23344574452283318,-0.3035829263642422,0.24115345888116999,-0.17375178480200637
54,8.811,45.177,0.4941176470588235,0.2556074755606548,-0.3082076588531386,0.2326060810015517,-0.03583598682556488
55,8.811,45.243,0.5294117647058824,0.29435264094470925,-0.3270131044634935,0.18617364059419264,0.04009936137449835
56,8.811,45.309,0.5411764705882353,0.33633408896771216,-0.359078026551371,0.07396804372549193,0.09717265956951923
57,8.811,45.375,0.5647058823529412,0.37655076818249417,-0.41227519334340834,0.05710285563022683,0.1405995748567026
58,8.811,45.441,0.5882352941176471,0.4086447429893337,-0.49105588273087003,0.02422466377920418,0.12252028465398987
59,8.811,45.507,0.5882352941176471,0.3896555606972334,-0.5188462913571726,0.0005768217791851566,0.09843299268112944
60,8.811,45.573,0.5647058823529412,0.34085256167146977,-0.4888662348665951,-0.007201857548343115,0.08776239492735755
61,8.811,45.639,0.5176470588235295,0.3062624423841506,-0.4670473508105287,-0.005743351309788695,0.09164917716050658
62,8.811,45.705,0.5058823529411764,0.28032016128603365,-0.4012523478026675,0.0005853161453328454,0.10284045617816076
63,8.811,45.771,0.4823529411764706,0.23110260922053472,-0.20944762897948682,0.01144901629510232,0.11417802353257106
64,8.811,45.837,0.4117647058823529,0.13998702207619557,-0.20052147518396365,0.09498494538414447,0.09738709100045684
65,8.811,45.903,0.3411764705882353,0.062407903894970126,-0.14749632741696883,0.6767718690908597,0.024304193417497046
66,8.811,45.969,0.2470588235294117,9.480535912552261e-05,-0.14671846061345495,0.7770495280743759,-0.0715455374786475
67,8.811,46.035,0.1411764705882353,-0.09909276035042858,-0.2112872019689374,0.9198498687965013,-0.1099772909225139
68,8.811,46.101,0.0705882352941176,-0.16293661659192277,-0.26008351694516024,1.002540842400216,-0.051732668832696525
69,8.877,44.979,0.4705882352941176,0.23484850556746026,-0.348555708478408,0.18662244619915805,-0.2113306772722741
70,8.877,45.045,0.4941176470588235,0.24126434838916386,-0.3408435524111695,0.10984940101935906,-0.20263489572915325
71,8.877,45.111,0.5058823529411764,0.25005437899705363,-0.3317649804188637,0.13654649200897817,-0.1965643817083633
72,8.877,45.177,0.5058823529411764,0.27570690092657846,-0.33278245334528245,0.11205410299108119,-0.04567481413575687
73,8.877,45.243,0.5411764705882353,0.3278629248480708,-0.3687700279969027,-0.034054362780329195,0.0843056757017203
74,8.877,45.309,0.5529411764705883,0.3769840446039159,-0.4299128183791424,-0.0516280197696241,0.13044822387329424
75,8.877,45.375,0.5764705882352941,0.40466228452138464,-0.4816928466965573,0.007163768602043796,0.11985754861160108
76,8.877,45.441,0.5882352941176471,0.4053724016581149,-0.4975911675051118,-0.006427631912894183,0.0928116062783359
77,8.877,45.507,0.5882352941176471,0.377417126793448,-0.4832394115276637,-0.014693669453208645,0.08132049744860848
78,8.877,45.573,0.5764705882352941,0.35383780640691453,-0.47724775429174926,-0.012020284834890623,0.08478657198395666
79,8.877,45.639,0.5529411764705883,0.3292982100771724,-0.49146786203096743,-0.009195852737352957,0.08924366157295424
80,8.877,45.705,0.5058823529411764,0.3002716645640877,-0.47110264062164764,-0.010286562342762765,0.09412206443948928
81,8.877,45.771,0.4823529411764706,0.2631884840697283,-0.27908360860044107,-0.00104614121427689,0.1061962467087334
82,8.877,45.837,0.4235294117647059,0.16971743087963687,-0.29444012732792013,0.05726705375838836,0.08384792556249128
83,8.877,45.903,0.3529411764705882,0.09017283545056196,-0.2317842805685812,0.4984900319722454,0.015201498343127109
84,8.877,45.969,0.2470588235294117,0.058605539204444675,-0.1944307744102442,0.6243233652867406,-0.05393526176211963
85,8.877,46.035,0.188235294117647,-0.021820232657147408,-0.22121098558866997,0.7763799770546139,-0.048772249878290694
86,8.877,46.101,0.0823529411764705,-0.08709624431311414,-0.2525424469218034,0.8748859524344823,-0.027451033367538874
87,8.943,44.913,0.4235294117647059,0.22522079704673215,-0.36675977158442696,0.20735859044466803,-0.21641336192114746
88,8.943,44.979,0.4588235294117647,0.23833728379834926,-0.37067185042811135,0.18496591395603684,-0.21042122073543207
