fid,X,Y,Ex,Intercept,NAT_AREA_SURR,INDUSTRIAL_AREA_SURR,ROADS_SURR
220,9.339,44.847,0.0240230650973249,-0.5618938739355472,-0.4943190365447882,0.20617547979073084,-0.21581420148300362
221,9.339,44.913,0.0930549927990072,-0.594870430688658,-0.7091251656833845,0.21900975250304225,-0.22129132435530108
222,9.339,44.979,0.1988671792669331,-0.6521263656241063,-0.9269275714984024,0.23884037536994562,-0.22132813741620866
223,9.339,45.045,0.3502299464642694,-0.6842085213590376,-0.9958911104842939,0.2864888601094968,-0.20877889657020704
224,9.339,45.111,0.4627514976459183,-0.6087199206865146,-1.0526382781724979,0.33109569627845126,-0.16830564497928768
225,9.339,45.177,0.6110141292329099,-0.47782674278518783,-1.1277812092637935,0.009414603817226294,-0.044271528187956606
226,9.339,45.243,0.6954954413413105,-0.35028681669692746,-1.1904773213662987,-0.02280541202079016,0.06872246253761494
227,9.339,45.309,0.7817217742455247,-0.2109104987301456,-1.2598901097689392,0.01177814326389863,0.1015948309425963
228,9.339,45.375,0.8957801998593133,-0.06773031788826162,-1.3347808059079642,0.013533978444861768,0.11198655606945944
229,9.339,45.441,0.9503047777699078,0.046352278625619164,-1.39813628063492,0.020585418432443374,0.11130171429838227
230,9.339,45.507,1.002008161358166,0.07989988013055015,-1.3949822212479,0.017042948512733018,0.10240708951332096
231,9.339,45.573,0.870525426844603,0.02304682813033549,-1.3204576818579488,0.002865728785010504,0.09216576046261185
232,9.339,45.639,0.7381136393398051,-0.01345974470757848,-1.2015710096842005,-0.021863004503658995,0.0875232732565543
233,9.339,45.705,0.6154329704906383,0.04764941099098785,-1.087646588752948,-0.0342794888627187,0.09262791667125184
234,9.339,45.771,0.5231097808592666,0.07410861029086176,-0.8077033503718064,-0.004053033348935461,0.10652530386247369
235,9.339,45.837,0.3278349815059298,-0.04974355243567285,-0.6142038181193374,0.10122322226434757,0.11755987950824673
236,9.339,45.903,0.1601118340587407,-0.2205233339965257,-0.5832265209933432,0.27887424890632884,0.06179014809338529
237,9.339,45.969,0.0604564523792402,-0.35066599527864073,-0.5551089197781337,0.3329620037944279,-0.06890195729611287
238,9.339,46.035,0.025218190024055,-0.4664936849722892,-0.5422679916915346,0.3485964310236787,-0.11585459840168268
239,9.339,46.101,0.0211902123264345,-0.5465657934877128,-0.5277801833347908,0.34222859638214587,-0.13760899320410627
240,9.339,46.167,0.0174118143800907,-0.5996125660255326,-0.5232113116948063,0.3212295055740381,-0.15802021597495358
241,9.339,46.233,0.0074543923370419,-0.6288203215402667,-0.5001965554954845,0.2601437675402446,-0.16856765074639007
242,9.339,46.299,0.0053804607966217,-0.6108879600995785,-0.4913911344060354,0.21623181822868814,-0.17500555141231286
243,9.339,46.365,0.0039285796164016,-0.5882195247495108,-0.4855536097517567,0.1869262019798404,-0.17767091865933332
244,9.339,46.431,0.0029699437357808,-0.5859034508136737,-0.48774946394035024,0.18139434877223135,-0.17832986969067413
245,9.339,46.497,0.0022700256601472,-0.5876431917013198,-0.4889526757520904,0.17980564118676198,-0.17880454726586087
