0
895.0
123.0
14.0
38.0
50.0
46.0
46.0
50.0
50.0
10.0
64.0
14.0
71.0
33.0
14.0
30.0
899.0
71.0
88.0
899.0
314.0
162.0
899.0
61.0
898.0
124.0
259.0
192.0
145.0
899.0
897.0
893.0
899.0
490.0
899.0
538.0
264.0
898.0
899.0
841.0
